No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,Konsumsi_Energi 
1294,3601,Kabupaten Pandeglang,Banten,2023,2239
1295,3602,Kabupaten Lebak,Banten,2023,2479
1296,3603,Kabupaten Tangerang,Banten,2023,2130
1297,3604,Kabupaten Serang,Banten,2023,2206
1298,3671,Kota Tangerang,Banten,2023,2368
1299,3672,Kota Cilegon,Banten,2023,2046
1300,3673,Kota Serang,Banten,2023,2163
1301,3674,Kota Tangerang Selatan,Banten,2023,2008
1302,5101,Kabupaten Jembrana,Bali,2023,2383
1303,5102,Kabupaten Tabanan,Bali,2023,2274
1304,5103,Kabupaten Badung,Bali,2023,2233
1305,5104,Kabupaten Gianyar,Bali,2023,2330
1306,5105,Kabupaten Klungkung,Bali,2023,2485
1307,5106,Kabupaten Bangli,Bali,2023,2402
1308,5107,Kabupaten Karangasem,Bali,2023,2134
1309,5108,Kabupaten Buleleng,Bali,2023,2294
1310,5171,Kota Denpasar,Bali,2023,2177
1311,5201,Kabupaten Lombok Barat,Nusa Tenggara Barat,2023,2495
1312,5202,Kabupaten Lombok Tengah,Nusa Tenggara Barat,2023,2471
1313,5203,Kabupaten Lombok Timur,Nusa Tenggara Barat,2023,2884
1314,5204,Kabupaten Sumbawa,Nusa Tenggara Barat,2023,2215
1315,5205,Kabupaten Dompu,Nusa Tenggara Barat,2023,2183
1316,5206,Kabupaten Bima,Nusa Tenggara Barat,2023,2131
1317,5207,Kabupaten Sumbawa Barat,Nusa Tenggara Barat,2023,2358
1318,5208,Kabupaten Lombok Utara,Nusa Tenggara Barat,2023,2597
1319,5271,Kota Mataram,Nusa Tenggara Barat,2023,2476
1320,5272,Kota Bima,Nusa Tenggara Barat,2023,1965
1321,5312,Kabupaten Sumba Barat,Nusa Tenggara Timur,2023,1924
1322,5311,Kabupaten Sumba Timur,Nusa Tenggara Timur,2023,1974
1323,5301,Kabupaten Kupang,Nusa Tenggara Timur,2023,1866
1324,5302,Kabupaten Timor Tengah Selatan,Nusa Tenggara Timur,2023,1863
1325,5303,Kabupaten Timor Tengah Utara,Nusa Tenggara Timur,2023,1945
1326,5304,Kabupaten Belu,Nusa Tenggara Timur,2023,1910
1327,5305,Kabupaten Alor,Nusa Tenggara Timur,2023,1791
1328,5313,Kabupaten Lembata,Nusa Tenggara Timur,2023,1891
1329,5306,Kabupaten Flores Timur,Nusa Tenggara Timur,2023,2116
1330,5307,Kabupaten Sikka,Nusa Tenggara Timur,2023,1753
1331,5308,Kabupaten Ende,Nusa Tenggara Timur,2023,2212
1332,5309,Kabupaten Ngada,Nusa Tenggara Timur,2023,2015
1333,5310,Kabupaten Manggarai,Nusa Tenggara Timur,2023,2172
1334,5314,Kabupaten Rote Ndao,Nusa Tenggara Timur,2023,1579
1335,5315,Kabupaten Manggarai Barat,Nusa Tenggara Timur,2023,2006
1336,5317,Kabupaten Sumba Tengah,Nusa Tenggara Timur,2023,1852
1337,5318,Kabupaten Sumba Barat Daya,Nusa Tenggara Timur,2023,1896
1338,5316,Kabupaten Nagekeo,Nusa Tenggara Timur,2023,1775
1339,5319,Kabupaten Manggarai Timur,Nusa Tenggara Timur,2023,2219
1340,5320,Kabupaten Sabu Raijua,Nusa Tenggara Timur,2023,2095
1341,5321,Kabupaten Malaka,Nusa Tenggara Timur,2023,2041
1342,5371,Kota Kupang,Nusa Tenggara Timur,2023,1768
1343,6101,Kabupaten Sambas,Kalimantan Barat,2023,2065
1344,6107,Kabupaten Bengkayang,Kalimantan Barat,2023,2069
1345,6108,Kabupaten Landak,Kalimantan Barat,2023,2174
1346,6102,Kabupaten Mempawah,Kalimantan Barat,2023,1948
1347,6103,Kabupaten Sanggau,Kalimantan Barat,2023,1677
1348,6104,Kabupaten Ketapang,Kalimantan Barat,2023,1858
1349,6105,Kabupaten Sintang,Kalimantan Barat,2023,1900
1350,6106,Kabupaten Kapuas Hulu,Kalimantan Barat,2023,2088
1351,6109,Kabupaten Sekadau,Kalimantan Barat,2023,1949
1352,6110,Kabupaten Melawi,Kalimantan Barat,2023,1945
1353,6111,Kabupaten Kayong Utara,Kalimantan Barat,2023,2099
1354,6112,Kabupaten Kubu Raya,Kalimantan Barat,2023,1762
1355,6171,Kota Pontianak,Kalimantan Barat,2023,1861
1356,6172,Kota Singkawang,Kalimantan Barat,2023,1859
1357,6201,Kabupaten Kotawaringin Barat,Kalimantan Tengah,2023,2106
1358,6202,Kabupaten Kotawaringin Timur,Kalimantan Tengah,2023,2214
1359,6203,Kabupaten Kapuas,Kalimantan Tengah,2023,2153
1360,6204,Kabupaten Barito Selatan,Kalimantan Tengah,2023,2213
1361,6205,Kabupaten Barito Utara,Kalimantan Tengah,2023,2003
1362,6208,Kabupaten Sukamara,Kalimantan Tengah,2023,2057
1363,6209,Kabupaten Lamandau,Kalimantan Tengah,2023,2314
1364,6207,Kabupaten Seruyan,Kalimantan Tengah,2023,2073
1365,6206,Kabupaten Katingan,Kalimantan Tengah,2023,2119
1366,6211,Kabupaten Pulang Pisau,Kalimantan Tengah,2023,2328
1367,6210,Kabupaten Gunung Mas,Kalimantan Tengah,2023,1939
1368,6213,Kabupaten Barito Timur,Kalimantan Tengah,2023,2211
1369,6212,Kabupaten Murung Raya,Kalimantan Tengah,2023,2003
1370,6271,Kota Palangka Raya,Kalimantan Tengah,2023,2057
1371,6301,Kabupaten Tanah Laut,Kalimantan Selatan,2023,2290
1372,6302,Kabupaten Kota Baru,Kalimantan Selatan,2023,2056
1373,6303,Kabupaten Banjar,Kalimantan Selatan,2023,2133
1374,6304,Kabupaten Barito Kuala,Kalimantan Selatan,2023,2222
1375,6305,Kabupaten Tapin,Kalimantan Selatan,2023,2364
1376,6306,Hulu Sungai Selatan,Kalimantan Selatan,2023,2283
1377,6307,Hulu Sungai Tengah,Kalimantan Selatan,2023,2352
1378,6308,Hulu Sungai Utara,Kalimantan Selatan,2023,2134
1379,6309,Kabupaten Tabalong,Kalimantan Selatan,2023,2141
1380,6310,Kabupaten Tanah Bumbu,Kalimantan Selatan,2023,2177
1381,6311,Kabupaten Balangan,Kalimantan Selatan,2023,2181
1382,6371,Kota Banjarmasin,Kalimantan Selatan,2023,2039
1383,6372,Kota Banjar Baru,Kalimantan Selatan,2023,2105
1384,6401,Kabupaten Paser,Kalimantan Timur,2023,2023
1385,6407,Kabupaten Kutai Barat,Kalimantan Timur,2023,2135
1386,6402,Kabupaten Kutai Kertanegara,Kalimantan Timur,2023,2036
1387,6408,Kabupaten Kutai Timur,Kalimantan Timur,2023,2071
1388,6403,Kabupaten Berau,Kalimantan Timur,2023,1998
1389,6409,Kabupaten Penajam Paser Utara,Kalimantan Timur,2023,1961
1390,6411,Kabupaten Mahakam Ulu,Kalimantan Timur,2023,2049
1391,6471,Kota Balikpapan,Kalimantan Timur,2023,1993
1392,6472,Kota Samarinda,Kalimantan Timur,2023,1976
1393,6474,Kota Bontang,Kalimantan Timur,2023,1885
1394,6502,Kabupaten Malinau,Kalimantan Utara,2023,1828
1395,6501,Kabupaten Bulungan,Kalimantan Utara,2023,2060
1396,6504,Kabupaten Tana Tidung,Kalimantan Utara,2023,1809
1397,6503,Kabupaten Nunukan,Kalimantan Utara,2023,1859
1398,6571,Kota Tarakan,Kalimantan Utara,2023,1863
1399,7101,Kabupaten Bolaang Mongondow,Sulawesi Utara,2023,2112
1400,7102,Kabupaten Minahasa,Sulawesi Utara,2023,2237
1401,7103,Kabupaten Kepulauan Sangihe,Sulawesi Utara,2023,1932
1402,7104,Kabupaten Kepulauan Talaud,Sulawesi Utara,2023,1965
1403,7105,Kabupaten Minahasa Selatan,Sulawesi Utara,2023,2198
1404,7106,Kabupaten Minahasa Utara,Sulawesi Utara,2023,2090
1405,7108,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,2023,2055
1406,7109,Kabupaten Kep. Siau Tagulandang Biaro,Sulawesi Utara,2023,1955
1407,7107,Kabupaten Minahasa Tenggara,Sulawesi Utara,2023,2190
1408,7111,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,2023,2022
1409,7110,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,2023,2220
1410,7171,Kota Manado,Sulawesi Utara,2023,1982
1411,7172,Kota Bitung,Sulawesi Utara,2023,2206
1412,7173,Kota Tomohon,Sulawesi Utara,2023,2213
1413,7174,Kota Kotamobago,Sulawesi Utara,2023,2042
1414,7207,Kabupaten Banggai Kepulauan,Sulawesi Tengah,2023,2001
1415,7201,Kabupaten Banggai,Sulawesi Tengah,2023,2093
1416,7206,Kabupaten Morowali,Sulawesi Tengah,2023,2256
1417,7202,Kabupaten Poso,Sulawesi Tengah,2023,2222
1418,7203,Kabupaten Donggala,Sulawesi Tengah,2023,2581
1419,7204,Kabupaten Toli-Toli,Sulawesi Tengah,2023,1735
1420,7205,Kabupaten Buol,Sulawesi Tengah,2023,1794
1421,7208,Kabupaten Parigi Moutong,Sulawesi Tengah,2023,1858
1422,7209,Kabupaten Tojo Una-Una,Sulawesi Tengah,2023,1875
1423,7210,Kabupaten Sigi,Sulawesi Tengah,2023,2069
1424,7211,Kabupaten Banggai Laut,Sulawesi Tengah,2023,2138
1425,7212,Kabupaten Morowali Utara,Sulawesi Tengah,2023,2166
1426,7271,Kota Palu,Sulawesi Tengah,2023,2022
1427,7301,Kabupaten Selayar,Sulawesi Selatan,2023,2253
1428,7302,Kabupaten Bulukumba,Sulawesi Selatan,2023,2175
1429,7303,Kabupaten Bantaeng,Sulawesi Selatan,2023,2147
1430,7304,Kabupaten Jeneponto,Sulawesi Selatan,2023,2260
1431,7305,Kabupaten Takalar,Sulawesi Selatan,2023,2315
1432,7306,Kabupaten Gowa,Sulawesi Selatan,2023,2196
1433,7307,Kabupaten Sinjai,Sulawesi Selatan,2023,2116
1434,7309,Kabupaten Maros,Sulawesi Selatan,2023,2237
1435,7310,Kabupaten Pangkajene dan Kepulauan,Sulawesi Selatan,2023,2617
1436,7311,Kabupaten Barru,Sulawesi Selatan,2023,2077
1437,7308,Kabupaten Bone,Sulawesi Selatan,2023,1900
1438,7312,Kabupaten Soppeng,Sulawesi Selatan,2023,2059
1439,7313,Kabupaten Wajo,Sulawesi Selatan,2023,2070
1440,7314,Kabupaten Sidenreng Rappang,Sulawesi Selatan,2023,1961
1441,7315,Kabupaten Pinrang,Sulawesi Selatan,2023,1994
1442,7316,Kabupaten Enrekang,Sulawesi Selatan,2023,2103
1443,7317,Kabupaten Luwu,Sulawesi Selatan,2023,2107
1444,7318,Kabupaten Tana Toraja,Sulawesi Selatan,2023,2124
1445,7322,Kabupaten Luwu Utara,Sulawesi Selatan,2023,2326
1446,7324,Kabupaten Luwu Timur,Sulawesi Selatan,2023,2161
1447,7326,Kabupaten Toraja Utara,Sulawesi Selatan,2023,2021
1448,7371,Kota Makasar,Sulawesi Selatan,2023,1988
1449,7372,Kota Pare-Pare,Sulawesi Selatan,2023,2061
1450,7373,Kota Palopo,Sulawesi Selatan,2023,1907
1451,7404,Kabupaten Buton,Sulawesi Tenggara,2023,2014
1452,7403,Kabupaten Muna,Sulawesi Tenggara,2023,1893
1453,7402,Kabupaten Konawe,Sulawesi Tenggara,2023,2089
1454,7401,Kabupaten Kolaka,Sulawesi Tenggara,2023,2236
1455,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2023,2041
1456,7406,Kabupaten Bombana,Sulawesi Tenggara,2023,2044
1457,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2023,2113
1458,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2023,2085
1459,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2023,2055
1460,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2023,2006
1461,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2023,1986
1462,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2023,1964
1463,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2023,1882
1464,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2023,1779
1465,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2023,2003
1466,7471,Kota Kendari,Sulawesi Tenggara,2023,2053
1467,7472,Kota Bau-Bau,Sulawesi Tenggara,2023,1712
1468,7502,Kabupaten Boalemo,Gorontalo,2023,2311
1469,7501,Kabupaten Gorontalo,Gorontalo,2023,2003
1470,7504,Kabupaten Pohuwato,Gorontalo,2023,1955
1471,7503,Kabupaten Bone Bolango,Gorontalo,2023,1814
1472,7505,Kabupaten Gorontalo Utara,Gorontalo,2023,2151
1473,7571,Kota Gorontalo,Gorontalo,2023,1822
1474,7605,Kabupaten Majene,Sulawesi Barat,2023,2189
1475,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2023,2211
1476,7603,Kabupaten Mamasa,Sulawesi Barat,2023,1960
1477,7602,Kabupaten Mamuju,Sulawesi Barat,2023,2008
1478,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2023,2148
1479,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2023,1938
1480,8103,Kabupaten Kepulauan Tanimbar,Maluku,2023,1640
1481,8102,Kabupaten Maluku Tenggara,Maluku,2023,1801
1482,8101,Kabupaten Maluku Tengah,Maluku,2023,1957
1483,8104,Kabupaten Buru,Maluku,2023,1827
1484,8107,Kabupaten Kepulauan Aru,Maluku,2023,1760
1485,8106,Kabupaten Seram Bagian Barat,Maluku,2023,1928
1486,8105,Kabupaten Seram Bagian Timur,Maluku,2023,1950
1487,8108,Kabupaten Maluku Barat Daya,Maluku,2023,2140
1488,8109,Kabupaten Buru Selatan,Maluku,2023,1652
1489,8171,Kota Ambon,Maluku,2023,1668
1490,8172,Kota Tual,Maluku,2023,1855
1491,8201,Kabupaten Halmahera Barat,Maluku Utara,2023,1957
1492,8202,Kabupaten Halmahera Tengah,Maluku Utara,2023,1701
1493,8205,Kabupaten Kepulauan Sula,Maluku Utara,2023,1798
1494,8204,Kabupaten Halmahera Selatan,Maluku Utara,2023,1898
1495,8203,Kabupaten Halmahera Utara,Maluku Utara,2023,1725
1496,8206,Kabupaten Halmahera Timur,Maluku Utara,2023,1609
1497,8207,Kabupaten Pulau Morotai,Maluku Utara,2023,2123
1498,8208,Kabupaten Pulau Taliabu,Maluku Utara,2023,2029
1499,8271,Kota Ternate,Maluku Utara,2023,1753
1500,8272,Kota Tidore Kepulauan,Maluku Utara,2023,1833
1501,9203,Kabupaten Fak-Fak,Papua Barat,2023,1727
1502,9208,Kabupaten Kaimana,Papua Barat,2023,1839
1503,9207,Kabupaten Teluk Wondama,Papua Barat,2023,1914
1504,9206,Kabupaten Teluk Bintuni,Papua Barat,2023,1898
1505,9202,Kabupaten Manokwari,Papua Barat,2023,1895
1506,9204,Kabupaten Sorong Selatan,Papua Barat,2023,1765
1507,9201,Kabupaten Sorong,Papua Barat,2023,1994
1508,9205,Kabupaten Raja Ampat,Papua Barat,2023,1995
1509,9209,Kabupaten Tambrauw,Papua Barat,2023,1679
1510,9210,Kabupaten Maybrat,Papua Barat,2023,1643
1511,9211,Kabupaten Manokwari Selatan,Papua Barat,2023,1857
1512,9212,Kabupaten Pegunungan Arfak,Papua Barat,2023,1761
1513,9271,Kota Sorong,Papua Barat,2023,1869
1514,9101,Kabupaten Merauke,Papua,2023,1976
1515,9102,Kabupaten Jayawijaya,Papua,2023,1794
1516,9103,Kabupaten Jayapura,Papua,2023,2273
1517,9104,Kabupaten Nabire,Papua,2023,2052
1518,9105,Kabupaten Kepulauan Yapen,Papua,2023,1879
1519,9106,Kabupaten Biak Namfor,Papua,2023,1529
1520,9108,Kabupaten Paniai,Papua,2023,1853
1521,9107,Kabupaten Puncak Jaya,Papua,2023,1584
1522,9109,Kabupaten Mimika,Papua,2023,1763
1523,9116,Kabupaten Boven Digoel,Papua,2023,1657
1524,9117,Kabupaten Mappi,Papua,2023,1611
1525,9118,Kabupaten Asmat,Papua,2023,1703
1526,9113,Kabupaten Yahukimo,Papua,2023,1844
1527,9112,Kabupaten Pegunungan Bintang,Papua,2023,1796
1528,9114,Kabupaten Tolikara,Papua,2023,2259
1529,9110,Kabupaten Sarmi,Papua,2023,1894
1530,9111,Kabupaten Keerom,Papua,2023,1584
1531,9115,Kabupaten Waropen,Papua,2023,1743
1532,9119,Kabupaten Supiori,Papua,2023,2106
1533,9120,Kabupaten Mamberamo Raya,Papua,2023,1875
1534,9124,Kabupaten Nduga,Papua,2023,1767
1535,9123,Kabupaten Lanny Jaya,Papua,2023,2735
1536,9121,Kabupaten Mamberamo Tengah,Papua,2023,2080
1537,9122,Kabupaten Yalimo,Papua,2023,2201
1538,9125,Kabupaten Puncak,Papua,2023,1618
1539,9126,Kabupaten Dogiyai,Papua,2023,1686
1540,9127,Kabupaten Intan Jaya,Papua,2023,1746
1541,9128,Kabupaten Deiyai,Papua,2023,1784
1542,9171,Kota Jayapura,Papua,2023,1976
